pax_tax,pax_fcny,avg_dist_cnt_m3,seg_flight,tkt_3y_amt,dist_cnt_y3,dist_i_cnt_y3,seat_walkway_cnt_y3,flt_bag_cnt_y1,dist_i_cnt_y2,pref_month_m3_1,seg_route_to,avg_dist_cnt_m6,tkt_avg_amt_y3,emd_lable2
453.86,728.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,2472.105,0
225.26,406.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
225.46,510.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
225.96,339.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
399.26,843.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
226.56,0.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
378.2,2948.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,5364.257,0
544.16,2827.0,0.0,AB1010,18677.14,26478,26478,0,0,26478,0,JFK,0.0,9338.57,0
282.23,1200.0,3097.0,AB1010,0.0,0,0,0,0,0,12,JFK,3097.0,2454.955714,0
282.23,2400.0,3097.0,AB1006,0.0,0,0,0,0,0,12,JFK,3097.0,2454.955714,0
561.63,2928.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,6207.025,0
450.91,1297.0,13088.0,AB1010,0.0,0,0,0,0,0,10,JFK,13088.0,2209.416667,0
280.56,140.0,0.0,AB1015,3345.87,49577,49577,7,4,23902,0,LAX,0.0,0.0,0
148.76,813.0,0.0,AB1006,5371.25,14428,14428,2,0,0,0,JFK,0.0,0.0,0
278.01,295.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,469.565,0
299.76,420.0,0.0,AB1010,0.0,29400,25934,3,0,0,0,JFK,0.0,0.0,0
454.43,938.0,0.0,AB1010,6535.04,37528,37528,2,0,37528,0,JFK,0.0,2178.346667,0
280.76,260.0,0.0,AB1010,1683.46,26934,26934,1,0,26934,0,JFK,0.0,0.0,0
413.06,491.0,0.0,AB1010,3420.76,33334,33334,2,0,0,0,JFK,0.0,855.19,0
465.61,563.0,0.0,AB1010,3634.99,26088,26088,0,0,13088,0,JFK,0.0,1817.495,0
366.56,460.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,1198.715,0
308.03,148.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
226.71,590.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,2158.323333,0
307.43,804.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
10647.0,60000.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
454.43,461.0,0.0,AB1010,14772.89,143859,139086,1,6,79132,0,JFK,0.0,0.0,0
387.31,697.0,0.0,AB1010,4611.15,47287,47287,3,1,47287,0,JFK,0.0,1152.7875,1
557.3,478.0,0.0,AB1010,2566.66,34454,34454,2,0,17194,0,JFK,0.0,641.665,0
305400.0,1115000.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
454.16,779.0,0.0,AB1010,15369.76,77802,77802,5,0,0,0,JFK,0.0,2561.626667,1
454.16,792.0,0.0,AB1010,15369.76,77802,77802,5,0,0,0,JFK,0.0,2561.626667,1
618.0,1370.0,0.0,AB1006,6785.61,26478,26478,1,2,26478,0,JFK,0.0,0.0,0
455.13,662.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
292.13,2697.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,6241.846667,0
543.76,4019.0,0.0,AB1010,13840.46,26390,26390,1,0,13390,0,JFK,0.0,6920.23,0
299.16,1090.0,0.0,AB1009,4276.17,12218,10867,1,0,0,0,LAX,0.0,0.0,0
454.06,215.0,0.0,AB1009,4000.87,43350,43350,1,1,32483,0,LAX,0.0,0.0,0
444.61,1198.0,0.0,AB1008,11425.6,34143,34143,2,1,34143,0,LAX,0.0,0.0,0
32900.0,47000.0,0.0,AB1008,2853.37,23593,23593,2,2,23593,0,LAX,0.0,0.0,0
282.53,2450.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
167.01,731.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,2418.035,0
420.31,215.0,0.0,AB1006,734.15,16228,16228,0,0,16228,0,JFK,0.0,0.0,0
280.06,540.0,0.0,AB1015,2561.78,11867,11867,0,0,0,0,LAX,0.0,0.0,0
431.63,587.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,2023.89,0
154.9,249.0,0.0,AB1001,0.0,0,0,0,0,0,0,LAX,0.0,0.0,1
314.56,260.0,0.0,AB1006,2944.4,28339,26324,3,0,13390,0,JFK,0.0,0.0,1
280.66,403.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
299.06,99.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,166.1925,0
13687.0,25725.0,0.0,AB1010,7605.28,52956,52956,2,0,52956,0,JFK,0.0,1901.32,0
291.53,225.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,7037.666667,430.665,0
299.36,460.0,0.0,AB1010,3039.09,26758,25934,3,0,25934,0,JFK,0.0,0.0,0
265.03,480.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,5893.0,734.8125,0
453.76,933.0,0.0,AB1006,8756.36,65412,65412,0,0,26478,0,JFK,0.0,0.0,0
281.83,470.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
35.03,36.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,2458.49,0
413.76,378.0,0.0,AB1008,2604.64,24663,24663,0,0,0,0,LAX,0.0,0.0,0
262.41,645.0,0.0,AB1009,6512.93,63166,63166,4,4,63166,0,LAX,0.0,0.0,0
163.03,334.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
449.76,500.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
286.63,275.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
454.41,395.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,13088.0,1349.85,0
454.41,271.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,13088.0,1349.85,0
277.13,150.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
280.46,208.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
433.56,898.0,0.0,AB1009,14289.03,75892,75892,4,2,43350,0,LAX,0.0,0.0,0
289.01,225.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
277.51,330.0,0.0,AB1006,2120.35,32672,32672,0,0,32672,0,JFK,0.0,0.0,0
441.31,627.0,0.0,AB1006,3935.3,26478,26478,0,0,26478,0,JFK,0.0,0.0,1
348600.0,290000.0,0.0,AB1008,1647.33,23902,23902,2,0,23902,0,LAX,0.0,411.8325,0
299.06,304.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,421.328,0
455.61,741.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,1
453.66,1303.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
454.33,392.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,1191.855,0
301.31,195.0,0.0,AB1008,6369.87,86892,80824,13,0,36743,0,LAX,0.0,0.0,0
400.46,720.0,0.0,AB1009,6369.87,86892,80824,13,0,36743,0,LAX,0.0,0.0,0
53620.0,295200.0,0.0,AB1006,99138.8,220448,220448,35,12,159880,0,JFK,0.0,0.0,0
298.06,475.0,0.0,AB1006,3122.18,29644,29644,1,0,29644,0,JFK,0.0,0.0,0
280.46,210.0,0.0,AB1009,874.48,18588,18588,2,0,0,0,LAX,0.0,0.0,0
308600.0,220000.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
299.41,732.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
165.56,484.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
299.16,680.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,1
300.23,795.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
293.1,516.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
324.61,225.0,0.0,AB1009,1412.18,22745,21675,3,0,21675,0,LAX,0.0,0.0,1
455.11,323.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
274.63,820.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
163.41,1839.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
335.96,1510.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,2494.03,1
331300.0,390000.0,0.0,AB1010,4461.68,65997,65997,9,4,65997,0,JFK,0.0,0.0,1
336200.0,330500.0,0.0,AB1009,1867.04,23902,23902,2,0,23902,0,LAX,0.0,466.76,0
336200.0,255000.0,0.0,AB1008,1516.23,23902,23902,2,0,23902,0,LAX,0.0,379.0575,0
306.63,769.0,0.0,AB1006,5288.99,26891,26478,1,3,26478,0,JFK,0.0,0.0,0
279.36,240.0,0.0,AB1009,1595.83,28685,28685,1,0,28685,0,LAX,0.0,398.9575,0
281.83,410.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,1
298.36,215.0,0.0,AB1008,1443.69,25385,25385,3,0,0,0,LAX,0.0,0.0,0
298.36,109.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
283.41,620.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,1
402.66,414.0,0.0,AB1006,2854.78,25934,25934,0,0,0,0,JFK,0.0,0.0,0
299.36,920.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
279.26,1947.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
279.66,714.0,0.0,AB1008,2655.71,27713,27713,2,0,0,0,LAX,0.0,0.0,0
454.16,817.0,0.0,AB1010,12209.19,53459,52412,4,0,26478,0,JFK,0.0,3059.342,0
299.06,1140.0,0.0,AB1010,7473.48,26207,25934,2,0,0,0,JFK,0.0,2491.16,0
453.76,867.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,2951.7,0
299.86,190.0,0.0,AB1015,0.0,0,0,0,0,0,0,LAX,0.0,63.605,0
568.51,2403.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,3070.635294,0
279.56,109.0,0.0,AB1015,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
280.23,2700.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
373.26,710.0,0.0,AB1010,1880.0,5837,5837,1,0,5837,0,JFK,0.0,940.0,0
213.16,580.0,0.0,AB1008,3640.88,11624,11624,0,0,0,0,LAX,0.0,1820.44,0
271.23,620.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
8804.0,8888.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
455.53,545.0,0.0,AB1009,4379.15,22971,21675,1,2,21675,0,LAX,0.0,0.0,0
450.81,623.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
282.23,950.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
435.84,730.0,0.0,AB1009,1143.23,15127,15127,2,0,0,0,LAX,0.0,0.0,0
428.71,1200.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
428.71,200.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
488.81,720.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
487.86,720.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
315.1,568.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
291.43,435.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
283.21,395.0,0.0,AB1008,2570.61,27713,27713,1,0,27713,0,LAX,0.0,0.0,0
454.61,559.0,0.0,AB1010,17554.02,55800,55800,5,0,55800,0,JFK,0.0,0.0,1
442.51,467.0,0.0,AB1009,2992.45,31583,31583,1,0,31583,0,LAX,0.0,0.0,0
405.76,210.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,408.0133333,0
280.46,200.0,0.0,AB1006,1325.26,33788,33788,3,0,33788,0,JFK,0.0,331.315,0
454.53,1215.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
433.56,960.0,0.0,AB1010,7919.78,29250,27674,2,0,0,0,JFK,0.0,0.0,0
455.21,502.0,0.0,AB1009,4706.97,58054,54217,7,0,10808,0,LAX,0.0,1264.01875,0
454.43,1663.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,1826.817273,0
300.01,402.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,1826.817273,0
271.43,170.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
625.33,5100.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
540.41,3411.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
440.96,464.0,0.0,AB1009,3065.51,31583,31583,1,0,31583,0,LAX,0.0,0.0,0
257.31,750.0,0.0,AB1006,4880.93,31371,31371,2,0,31371,0,JFK,0.0,1220.2325,0
402.66,370.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,555.9525,0
625.43,3001.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,7342.241667,0
277.06,190.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,315.8425,0
280.86,470.0,0.0,AB1006,3058.71,32830,32830,2,0,32830,0,JFK,0.0,0.0,0
226.96,325.0,0.0,AB1015,4897.26,30542,30542,3,2,6067,0,LAX,0.0,1190.305,0
224.11,449.0,0.0,AB1008,6860.28,25567,21860,7,0,21860,0,LAX,0.0,857.535,0
532.53,1260.0,0.0,AB1010,3303.26,44672,44672,1,0,0,0,JFK,0.0,0.0,0
312.86,180.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,296.59,0
455.61,930.0,0.0,AB1008,5891.74,21675,21675,0,0,21675,0,LAX,0.0,0.0,0
293.23,670.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
371.51,825.0,0.0,AB1006,13512.99,35936,35936,3,0,35936,0,JFK,0.0,3378.2475,0
267.21,750.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,1401.665,1
281.13,389.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
460.31,366.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,781.75,0
432.26,723.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
272.71,240.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
437.73,265.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
232.16,423.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
564.7,410.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
255.36,240.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,402.8875,0
280.06,109.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,6145.5,204.1977778,0
279.41,295.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,469.5675,0
348.36,2000.0,0.0,AB1006,13823.02,29900,29900,3,0,0,0,JFK,0.0,0.0,0
436.51,310.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,522.675,0
455.13,550.0,0.0,AB1010,11987.65,55080,55080,4,2,55080,0,JFK,0.0,0.0,1
454.26,425.0,0.0,AB1010,11987.65,55080,55080,4,2,55080,0,JFK,0.0,0.0,1
454.51,1069.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
309.56,2900.0,0.0,AB1008,15981.04,11808,11808,1,0,0,0,LAX,0.0,0.0,0
427.73,160.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
243.51,704.0,0.0,AB1010,4418.59,13088,13088,1,0,13088,0,JFK,0.0,0.0,0
454.26,150.0,0.0,AB1008,1358.64,22521,21675,1,0,0,0,LAX,0.0,452.88,0
530.56,2779.0,0.0,AB1008,19828.98,24098,21675,2,0,0,0,LAX,0.0,0.0,0
287.46,200.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,331.5,0
454.61,357.0,0.0,AB1006,4007.91,39868,39868,3,1,39868,0,JFK,0.0,0.0,0
454.95,410.0,0.0,AB1006,4007.91,39868,39868,3,1,39868,0,JFK,0.0,0.0,0
277.46,1866.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,12407.59,0
455.61,1326.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,2089.9425,0
455.61,668.0,0.0,AB1006,10233.69,24198,24198,2,0,13390,0,JFK,0.0,0.0,0
223.76,430.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,1090.943333,0
309.36,456.0,0.0,AB1010,2869.13,25934,25934,0,0,0,0,JFK,0.0,0.0,0
388.01,225.0,0.0,AB1010,1425.42,34562,34562,2,0,34562,0,JFK,0.0,0.0,0
400.46,150.0,0.0,AB1015,281.4,8520,8520,0,0,0,0,LAX,0.0,0.0,0
261.71,425.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,629.7442857,0
165.66,410.0,0.0,AB1010,2718.3,13885,12934,2,0,0,0,JFK,0.0,0.0,0
582.1,642.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,792.92,0
299.91,490.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
167.33,1896.0,0.0,AB1006,13897.3,21945,19126,2,0,13088,0,JFK,0.0,0.0,0
453.96,370.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
386.91,1003.0,0.0,AB1006,6322.23,26478,26478,0,0,26478,0,JFK,0.0,3161.115,0
224.23,450.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
455.31,1279.0,0.0,AB1008,11199.86,54217,54217,0,1,32542,0,LAX,0.0,0.0,0
455.51,219.0,0.0,AB1009,5972.78,49857,46490,6,3,46490,0,LAX,5016.666667,746.5975,0
419.56,470.0,0.0,AB1015,2244.38,13855,13855,2,0,0,0,LAX,0.0,0.0,0
278.66,420.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,698.1775,1
544.26,2280.0,0.0,AB1008,15027.26,21675,21675,0,0,0,0,LAX,0.0,0.0,0
232.66,350.0,0.0,AB1009,2327.25,13746,13746,0,0,0,0,LAX,0.0,1163.625,0
280.23,110.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,322.6983333,0
455.43,347.0,0.0,AB1006,13645.94,78890,78890,4,2,52956,0,JFK,0.0,0.0,1
301.61,190.0,0.0,AB1008,4820.03,61479,54158,8,4,43350,0,LAX,0.0,0.0,1
544.26,2678.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,7285.5,5115.285714,0
300.51,333.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,134.73,0
279.71,490.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,797.22,0
522.76,3476.0,10808.0,AB1009,32539.37,32483,32483,2,1,10808,12,LAX,10808.0,10846.45667,0
589.15,2454.0,10808.0,AB1008,32539.37,32483,32483,2,1,10808,12,LAX,10808.0,10846.45667,0
450.91,1359.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,4729.23,0
299.06,150.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,324.66375,1
284.01,200.0,0.0,AB1008,1270.87,23902,23902,0,0,23902,0,LAX,0.0,0.0,0
283.91,950.0,0.0,AB1006,2728.4,32315,32315,2,0,32315,0,JFK,0.0,0.0,0
432.26,1302.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
431.56,319.0,0.0,AB1008,1099.85,10808,10808,1,0,0,0,LAX,0.0,0.0,0
283.61,950.0,0.0,AB1006,6087.41,32315,32315,0,2,32315,0,JFK,0.0,0.0,0
454.16,1470.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,4600.63,0
454.26,996.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,4600.63,0
403.66,536.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
280.06,910.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,1512.715,0
454.16,806.0,0.0,AB1006,8623.41,51868,51868,2,0,0,0,JFK,0.0,0.0,0
277.26,99.0,0.0,AB1015,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
282.13,285.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
584.41,3411.0,10121.25,AB1006,72545.23,82607,79434,6,0,79434,12,JFK,9094.666667,7712.523,0
422.43,595.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
431.66,740.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,2926.81,0
436.63,160.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
454.16,157.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,518.625,0
454.16,651.0,0.0,AB1006,5895.53,25934,25934,1,0,0,0,JFK,0.0,0.0,0
278.26,450.0,0.0,AB1006,3100.76,27290,25934,2,0,0,0,JFK,0.0,0.0,0
418.63,220.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
238.61,375.0,0.0,AB1009,5489.55,29622,29622,3,0,14554,0,LAX,0.0,0.0,0
280.36,750.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,1
281.03,2400.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
280.33,2400.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
454.26,150.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
450.81,1568.0,0.0,AB1010,23426.98,105924,105368,2,2,79434,0,JFK,0.0,0.0,0
423.31,272.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,508.34,0
312.06,420.0,0.0,AB1015,2198.52,13535,13535,1,0,0,0,LAX,0.0,0.0,0
290.21,2273.0,0.0,AB1006,2880.0,3893,1383,2,0,0,0,JFK,0.0,0.0,0
280.31,330.0,0.0,AB1006,2147.6,30300,30300,1,0,30300,0,JFK,0.0,0.0,0
473.26,2200.0,0.0,AB1009,20000.67,43642,43642,0,0,0,0,LAX,0.0,0.0,0
298.03,2400.0,0.0,AB1009,35044.66,51320,51320,2,4,25935,0,LAX,0.0,4380.5825,0
298.96,538.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,903.1375,0
289.73,2068.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
283.01,750.0,0.0,AB1009,4728.38,27869,27869,4,0,27869,0,LAX,0.0,0.0,0
348100.0,305000.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
271.31,407.0,0.0,AB1006,2648.71,30137,26478,0,0,26478,0,JFK,0.0,0.0,0
455.43,915.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
226.06,820.0,0.0,AB1006,5436.6,15933,15933,1,0,0,0,JFK,0.0,0.0,0
299.76,2185.0,0.0,AB1006,36275.99,114660,103736,4,0,38868,0,JFK,0.0,0.0,0
558.36,2784.0,0.0,AB1006,36275.99,114660,103736,4,0,38868,0,JFK,0.0,0.0,0
280.06,150.0,0.0,AB1015,630.69,18647,18647,0,0,0,0,LAX,0.0,210.23,0
273.66,2300.0,0.0,AB1010,15444.04,33334,33334,2,0,33334,0,JFK,0.0,0.0,0
277.81,620.0,0.0,AB1008,4034.9,23613,23613,3,0,23613,0,LAX,0.0,0.0,0
280.36,360.0,0.0,AB1006,2417.32,28922,28922,1,0,0,0,JFK,0.0,604.33,0
283.11,290.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,1181.06,0
280.46,258.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,385.16,0
270.36,150.0,0.0,AB1015,0.0,0,0,0,0,0,0,LAX,0.0,83.07,0
277.23,150.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
454.16,566.0,0.0,AB1010,20918.88,27242,25934,2,0,0,0,JFK,0.0,0.0,0
454.16,738.0,0.0,AB1010,2642.19,13000,13000,0,0,0,0,JFK,0.0,0.0,0
454.16,1944.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
145.03,605.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,2107.515,0
649.26,1430.0,0.0,AB1010,1870.69,43334,43334,0,0,0,0,JFK,0.0,0.0,0
313.96,2436.0,0.0,AB1009,15385.59,23216,21675,1,0,0,0,LAX,0.0,0.0,0
414.93,301.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,0.0,0
440.71,243.0,0.0,AB1010,0.0,0,0,0,0,0,0,JFK,0.0,790.71,0
62.56,65.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,2165.52,0
454.53,437.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,1
453.86,455.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,1
329600.0,373100.0,0.0,AB1008,2206.52,23713,23713,3,0,23713,0,LAX,0.0,551.63,0
454.51,637.0,0.0,AB1006,14170.2,78890,78890,6,2,52956,0,JFK,0.0,0.0,0
454.26,420.0,0.0,AB1010,14170.2,78890,78890,6,2,52956,0,JFK,0.0,0.0,0
434.93,1239.0,0.0,AB1010,77250.22,157075,120771,23,3,120771,0,JFK,0.0,0.0,0
565.8,1247.0,0.0,AB1010,77250.22,157075,120771,23,3,120771,0,JFK,0.0,0.0,0
442.21,1464.0,0.0,AB1010,77250.22,157075,120771,23,3,120771,0,JFK,0.0,0.0,0
279.36,240.0,0.0,AB1015,347.56,6038,6038,0,0,3019,0,LAX,0.0,173.78,0
454.61,559.0,13088.0,AB1006,6712.05,65956,65956,0,2,52956,10,JFK,13088.0,1342.41,0
287.11,1800.0,0.0,AB1008,0.0,0,0,0,0,0,0,LAX,0.0,2913.096,0
454.53,813.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,2803.105,0
454.53,760.0,0.0,AB1006,0.0,0,0,0,0,0,0,JFK,0.0,2803.105,0
297.83,200.0,0.0,AB1009,0.0,0,0,0,0,0,0,LAX,0.0,0.0,0
283.41,500.0,0.0,AB1008,3221.37,23902,23902,3,0,23902,0,LAX,0.0,805.3425,0
454.16,900.0,1837.0,AB1006,0.0,0,0,0,0,0,12,JFK,1837.0,774.1084615,0
423.11,469.0,0.0,AB1010,2237.16,16228,16228,0,0,16228,0,JFK,0.0,0.0,0
454.16,575.0,0.0,AB1006,3823.35,25934,25934,2,0,0,0,JFK,0.0,0.0,1
